Type,"Country Code","Series Code","Description"
Country-Series,"Honduras (HND)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Honduras (HND)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Honduras (HND)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Croatia (HRV)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1992-2003, 2011 & 2014-2018 SIPRI estimates."
Country-Series,"Croatia (HRV)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1992-2003, 2011 & 2014-2018 SIPRI estimates."
Country-Series,"Croatia (HRV)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1992-2003, 2011 & 2014-2018 SIPRI estimates."
Country-Series,"Croatia (HRV)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Croatia (HRV)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Croatia (HRV)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects"
Country-Series,"Croatia (HRV)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Croatia (HRV)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects"
Country-Series,"Haiti (HTI)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Haiti (HTI)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Haiti (HTI)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Haiti (HTI)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Haiti (HTI)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Hungary (HUN)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1989 SIPRI estimates."
Country-Series,"Hungary (HUN)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1989 SIPRI estimates."
Country-Series,"Hungary (HUN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Hungary (HUN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Hungary (HUN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, Hungarian Central Statistical Office"
Country-Series,"Hungary (HUN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Hungary (HUN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, Hungarian Central Statistical Office"
Country-Series,"Indonesia (IDN)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1974-1994 SIPRI estimates."
Country-Series,"Indonesia (IDN)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1974-1994 SIPRI estimates."
Country-Series,"Indonesia (IDN)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1993-1994 SIPRI estimates."
Country-Series,"Indonesia (IDN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Indonesia (IDN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Indonesia (IDN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Indonesia (IDN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Indonesia (IDN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Isle of Man (IMN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Isle of Man (IMN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Isle of Man (IMN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: CIA World Fact book"
Country-Series,"Isle of Man (IMN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Isle of Man (IMN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: CIA World Fact book"
Country-Series,"India (IND)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1987 SIPRI estimates."
Country-Series,"India (IND)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1987 SIPRI estimates."
Country-Series,"India (IND)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"India (IND)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"India (IND)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"India (IND)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"India (IND)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Ireland (IRL)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1994-2000 SIPRI estimates."
Country-Series,"Ireland (IRL)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1994-2000 SIPRI estimates."
Country-Series,"Ireland (IRL)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1988-2000 SIPRI estimates."
Country-Series,"Ireland (IRL)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Ireland (IRL)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Ireland (IRL)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, United Nations World Population Prospects"
Country-Series,"Ireland (IRL)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Ireland (IRL)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, United Nations World Population Prospects"
Country-Series,"Iran, Islamic Rep. (IRN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Iran, Islamic Rep. (IRN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Iran, Islamic Rep. (IRN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Iran, Islamic Rep. (IRN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Iran, Islamic Rep. (IRN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Iraq (IRQ)","Military expenditure (current USD) (MS.MIL.XPND.CD)","2004-2018 highly uncertain data."
Country-Series,"Iraq (IRQ)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","2004-2018 highly uncertain data."
Country-Series,"Iraq (IRQ)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2004-2018 highly uncertain data."
Country-Series,"Iraq (IRQ)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Iraq (IRQ)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Iraq (IRQ)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Iraq (IRQ)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Iraq (IRQ)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Iceland (ISL)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Iceland (ISL)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Iceland (ISL)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, United Nations World Population Prospects"
Country-Series,"Iceland (ISL)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Iceland (ISL)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, United Nations World Population Prospects"
Country-Series,"Israel (ISR)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1988-2005 SIPRI estimates."
Country-Series,"Israel (ISR)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1988-2005 SIPRI estimates."
Country-Series,"Israel (ISR)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2000-2005 SIPRI estimates."
Country-Series,"Israel (ISR)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Israel (ISR)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Israel (ISR)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Central Bureau of Statistics"
Country-Series,"Israel (ISR)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Israel (ISR)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Central Bureau of Statistics"
Country-Series,"Italy (ITA)","Military expenditure (current USD) (MS.MIL.XPND.CD)","2007-2009 SIPRI estimates."
Country-Series,"Italy (ITA)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","2007-2009 SIPRI estimates."
Country-Series,"Italy (ITA)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2007-2009 SIPRI estimates."
Country-Series,"Italy (ITA)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Italy (ITA)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Italy (ITA)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, INED"
Country-Series,"Italy (ITA)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Italy (ITA)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, INED"
Country-Series,"Jamaica (JAM)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1981-1982 SIPRI estimates."
Country-Series,"Jamaica (JAM)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1981-1982 SIPRI estimates."
Country-Series,"Jamaica (JAM)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1990-1994 SIPRI estimates."
Country-Series,"Jamaica (JAM)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Jamaica (JAM)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Jamaica (JAM)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Jamaica (JAM)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Jamaica (JAM)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Jordan (JOR)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1998 SIPRI estimates."
Country-Series,"Jordan (JOR)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1998 SIPRI estimates."
